Participant	Identifier	Condition	Chain	Generation	Trial	SequenceTrace	SequencePosition	TargetCharacter	ProducedCharacter	T.x	T.y	P.x	P.y	CharRT	CharError	TargetArea	ProductionArea
EXPERIMENTER	easy_GEN_0_M	easy	M	1	-	3	2	ì	ì	42.043795620437955	110.36496350364963	42.043795620437955	110.36496350364963	-	0	3261.283203247344	3261.283203247344
EXPERIMENTER	easy_GEN_0_M	easy	M	1	-	3	3	c	c	228.61313868613138	120.87591240875912	228.61313868613138	120.87591240875912	-	0	2152.8501229006333	2152.8501229006333
EXPERIMENTER	easy_GEN_0_M	easy	M	1	-	4	1	â	â	126.13138686131387	68.32116788321167	126.13138686131387	68.32116788321167	-	0	3378.0008691937137	3378.0008691937137
EXPERIMENTER	easy_GEN_0_M	easy	M	1	-	4	2	-	-	199.7080291970803	220.72992700729927	199.7080291970803	220.72992700729927	-	0	1332.4525734768504	1332.4525734768504
EXPERIMENTER	easy_GEN_0_M	easy	M	1	-	4	3	3	3	346.86131386861314	89.34306569343066	346.86131386861314	89.34306569343066	-	0	10574.274574446246	10574.274574446246
EXPERIMENTER	easy_GEN_0_M	easy	M	1	-	5	1	ã	ã	78.83211678832117	18.394160583941606	78.83211678832117	18.394160583941606	-	0	2167.2126952168687	2167.2126952168687
EXPERIMENTER	easy_GEN_0_M	easy	M	1	-	5	2	z	z	344.2335766423358	165.54744525547446	344.2335766423358	165.54744525547446	-	0	2723.978246658815	2723.978246658815
EXPERIMENTER	easy_GEN_0_M	easy	M	1	-	5	3	2	2	257.51824817518246	136.64233576642334	257.51824817518246	136.64233576642334	-	0	3292.213893585469	3292.213893585469
EXPERIMENTER	easy_GEN_0_M	easy	M	1	-	6	1	F	F	110.36496350364963	189.19708029197082	110.36496350364963	189.19708029197082	-	0	1462.441927158945	1462.441927158945
EXPERIMENTER	easy_GEN_0_M	easy	M	1	-	6	2	T	T	152.4087591240876	265.4014598540146	152.4087591240876	265.4014598540146	-	0	3763.3974019325033	3763.3974019325033
EXPERIMENTER	easy_GEN_0_M	easy	M	1	-	6	3	k	k	294.3065693430657	176.05839416058396	294.3065693430657	176.05839416058396	-	0	1551.9506220520198	1551.9506220520198
EXPERIMENTER	easy_GEN_0_M	easy	M	1	-	7	1	>	>	331.0948905109489	352.1167883211679	331.0948905109489	352.1167883211679	-	0	1625.3221864028892	1625.3221864028892
EXPERIMENTER	easy_GEN_0_M	easy	M	1	-	7	2	S	S	68.32116788321167	157.66423357664235	68.32116788321167	157.66423357664235	-	0	6457.818643734893	6457.818643734893
EXPERIMENTER	easy_GEN_0_M	easy	M	1	-	7	3	9	9	162.91970802919707	283.79562043795625	162.91970802919707	283.79562043795625	-	0	2188.315431957333	2188.315431957333
EXPERIMENTER	easy_GEN_0_M	easy	M	1	-	8	1	v	v	323.2116788321168	291.6788321167883	323.2116788321168	291.6788321167883	-	0	1841.056381108021	1841.056381108021
EXPERIMENTER	easy_GEN_0_M	easy	M	1	-	8	2	.	.	115.62043795620438	223.35766423357666	115.62043795620438	223.35766423357666	-	0	10838.732100053028	10838.732100053028
EXPERIMENTER	easy_GEN_0_M	easy	M	1	-	8	3	Ê	Ê	173.43065693430657	325.83941605839414	173.43065693430657	325.83941605839414	-	0	7442.570895006174	7442.570895006174
EXPERIMENTER	easy_GEN_0_M	easy	M	1	-	9	1	c	c	228.61313868613138	120.87591240875912	228.61313868613138	120.87591240875912	-	0	2152.8501229006333	2152.8501229006333
EXPERIMENTER	easy_GEN_0_M	easy	M	1	-	9	2	3	3	346.86131386861314	89.34306569343066	346.86131386861314	89.34306569343066	-	0	10574.274574446246	10574.274574446246
EXPERIMENTER	easy_GEN_0_M	easy	M	1	-	9	3	z	z	344.2335766423358	165.54744525547446	344.2335766423358	165.54744525547446	-	0	2723.978246658815	2723.978246658815
EXPERIMENTER	easy_GEN_0_M	easy	M	1	-	10	1	4	4	204.96350364963502	63.065693430656935	204.96350364963502	63.065693430656935	-	0	9982.910451859594	9982.910451859594
EXPERIMENTER	easy_GEN_0_M	easy	M	1	-	10	2	ã	ã	78.83211678832117	18.394160583941606	78.83211678832117	18.394160583941606	-	0	2167.2126952168687	2167.2126952168687
EXPERIMENTER	easy_GEN_0_M	easy	M	1	-	10	3	-	-	199.7080291970803	220.72992700729927	199.7080291970803	220.72992700729927	-	0	1332.4525734768504	1332.4525734768504
EXPERIMENTER	easy_GEN_0_M	easy	M	1	-	11	1	ì	ì	42.043795620437955	110.36496350364963	42.043795620437955	110.36496350364963	-	0	3261.283203247344	3261.283203247344
EXPERIMENTER	easy_GEN_0_M	easy	M	1	-	11	2	2	2	257.51824817518246	136.64233576642334	257.51824817518246	136.64233576642334	-	0	3292.213893585469	3292.213893585469
EXPERIMENTER	easy_GEN_0_M	easy	M	1	-	11	3	â	â	126.13138686131387	68.32116788321167	126.13138686131387	68.32116788321167	-	0	3378.0008691937137	3378.0008691937137
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	0	1	Ê	Ê	173.43065693430657	325.83941605839414	173.43065693430657	325.83941605839414	-	0	7442.570895006174	7442.570895006174
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	0	2	F	F	110.36496350364963	189.19708029197082	110.36496350364963	189.19708029197082	-	0	1462.441927158945	1462.441927158945
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	0	3	>	>	331.0948905109489	352.1167883211679	331.0948905109489	352.1167883211679	-	0	1625.3221864028892	1625.3221864028892
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	1	1	S	S	68.32116788321167	157.66423357664235	68.32116788321167	157.66423357664235	-	0	6457.818643734893	6457.818643734893
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	1	2	v	v	323.2116788321168	291.6788321167883	323.2116788321168	291.6788321167883	-	0	1841.056381108021	1841.056381108021
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	1	3	T	T	152.4087591240876	265.4014598540146	152.4087591240876	265.4014598540146	-	0	3763.3974019325033	3763.3974019325033
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	2	1	9	9	162.91970802919707	283.79562043795625	162.91970802919707	283.79562043795625	-	0	2188.315431957333	2188.315431957333
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	2	2	k	k	294.3065693430657	176.05839416058396	294.3065693430657	176.05839416058396	-	0	1551.9506220520198	1551.9506220520198
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	2	3	.	.	115.62043795620438	223.35766423357666	115.62043795620438	223.35766423357666	-	0	10838.732100053028	10838.732100053028
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	3	1	4	4	204.96350364963502	63.065693430656935	204.96350364963502	63.065693430656935	-	0	9982.910451859594	9982.910451859594
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	3	2	ì	ì	42.043795620437955	110.36496350364963	42.043795620437955	110.36496350364963	-	0	3261.283203247344	3261.283203247344
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	3	3	c	c	228.61313868613138	120.87591240875912	228.61313868613138	120.87591240875912	-	0	2152.8501229006333	2152.8501229006333
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	4	1	â	â	126.13138686131387	68.32116788321167	126.13138686131387	68.32116788321167	-	0	3378.0008691937137	3378.0008691937137
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	4	2	-	-	199.7080291970803	220.72992700729927	199.7080291970803	220.72992700729927	-	0	1332.4525734768504	1332.4525734768504
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	4	3	3	3	346.86131386861314	89.34306569343066	346.86131386861314	89.34306569343066	-	0	10574.274574446246	10574.274574446246
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	5	1	ã	ã	78.83211678832117	18.394160583941606	78.83211678832117	18.394160583941606	-	0	2167.2126952168687	2167.2126952168687
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	5	2	z	z	344.2335766423358	165.54744525547446	344.2335766423358	165.54744525547446	-	0	2723.978246658815	2723.978246658815
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	5	3	2	2	257.51824817518246	136.64233576642334	257.51824817518246	136.64233576642334	-	0	3292.213893585469	3292.213893585469
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	6	1	F	F	110.36496350364963	189.19708029197082	110.36496350364963	189.19708029197082	-	0	1462.441927158945	1462.441927158945
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	6	2	T	T	152.4087591240876	265.4014598540146	152.4087591240876	265.4014598540146	-	0	3763.3974019325033	3763.3974019325033
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	6	3	k	k	294.3065693430657	176.05839416058396	294.3065693430657	176.05839416058396	-	0	1551.9506220520198	1551.9506220520198
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	7	1	>	>	331.0948905109489	352.1167883211679	331.0948905109489	352.1167883211679	-	0	1625.3221864028892	1625.3221864028892
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	7	2	S	S	68.32116788321167	157.66423357664235	68.32116788321167	157.66423357664235	-	0	6457.818643734893	6457.818643734893
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	7	3	9	9	162.91970802919707	283.79562043795625	162.91970802919707	283.79562043795625	-	0	2188.315431957333	2188.315431957333
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	8	1	v	v	323.2116788321168	291.6788321167883	323.2116788321168	291.6788321167883	-	0	1841.056381108021	1841.056381108021
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	8	2	.	.	115.62043795620438	223.35766423357666	115.62043795620438	223.35766423357666	-	0	10838.732100053028	10838.732100053028
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	8	3	Ê	Ê	173.43065693430657	325.83941605839414	173.43065693430657	325.83941605839414	-	0	7442.570895006174	7442.570895006174
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	9	1	c	c	228.61313868613138	120.87591240875912	228.61313868613138	120.87591240875912	-	0	2152.8501229006333	2152.8501229006333
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	9	2	3	3	346.86131386861314	89.34306569343066	346.86131386861314	89.34306569343066	-	0	10574.274574446246	10574.274574446246
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	9	3	z	z	344.2335766423358	165.54744525547446	344.2335766423358	165.54744525547446	-	0	2723.978246658815	2723.978246658815
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	10	1	4	4	204.96350364963502	63.065693430656935	204.96350364963502	63.065693430656935	-	0	9982.910451859594	9982.910451859594
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	10	2	ã	ã	78.83211678832117	18.394160583941606	78.83211678832117	18.394160583941606	-	0	2167.2126952168687	2167.2126952168687
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	10	3	-	-	199.7080291970803	220.72992700729927	199.7080291970803	220.72992700729927	-	0	1332.4525734768504	1332.4525734768504
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	11	1	ì	ì	42.043795620437955	110.36496350364963	42.043795620437955	110.36496350364963	-	0	3261.283203247344	3261.283203247344
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	11	2	2	2	257.51824817518246	136.64233576642334	257.51824817518246	136.64233576642334	-	0	3292.213893585469	3292.213893585469
EXPERIMENTER	easy_GEN_0_N	easy	N	1	-	11	3	â	â	126.13138686131387	68.32116788321167	126.13138686131387	68.32116788321167	-	0	3378.0008691937137	3378.0008691937137
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	0	1	q	q	354.7445255474453	215.47445255474454	354.7445255474453	215.47445255474454	-	0	573.6244686618738	573.6244686618738
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	0	2	M	M	317.95620437956205	241.75182481751824	317.95620437956205	241.75182481751824	-	0	159.23795427215373	159.23795427215373
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	0	3	ë	ë	107.73722627737227	128.75912408759123	107.73722627737227	128.75912408759123	-	0	183.20062365780086	183.20062365780086
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	1	1	ä	ä	21.021897810218977	10.510948905109489	21.021897810218977	10.510948905109489	-	0	181.47098080298136	181.47098080298136
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	1	2	(	(	36.78832116788321	31.532846715328468	36.78832116788321	31.532846715328468	-	0	189.97136847995552	189.97136847995552
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	1	3	Ç	Ç	302.18978102189783	320.5839416058394	302.18978102189783	320.5839416058394	-	0	212.19794571967213	212.19794571967213
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	2	1	7	7	225.98540145985402	275.91240875912405	225.98540145985402	275.91240875912405	-	0	205.51470118314683	205.51470118314683
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	2	2	ò	ò	13.13868613138686	39.416058394160586	13.13868613138686	39.416058394160586	-	0	286.97595755232265	286.97595755232265
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	2	3	H	H	333.7226277372263	233.86861313868613	333.7226277372263	233.86861313868613	-	0	254.23720986460103	254.23720986460103
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	3	1	o	o	352.1167883211679	212.84671532846718	352.1167883211679	212.84671532846718	-	0	237.74333436464804	237.74333436464804
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	3	2	#	#	34.160583941605836	49.92700729927007	34.160583941605836	49.92700729927007	-	0	208.06158890038887	208.06158890038887
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	3	3	L	L	325.83941605839414	239.12408759124085	325.83941605839414	239.12408759124085	-	0	167.27793189890508	167.27793189890508
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	4	1	-	-	199.7080291970803	220.72992700729927	199.7080291970803	220.72992700729927	-	0	1332.4525734768504	1332.4525734768504
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	4	2	ç	ç	23.649635036496353	52.55474452554744	23.649635036496353	52.55474452554744	-	0	246.8773750282861	246.8773750282861
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	4	3	Å	Å	299.5620437956204	317.95620437956205	299.5620437956204	317.95620437956205	-	0	276.86198078004236	276.86198078004236
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	5	1	á	á	49.92700729927007	7.883211678832117	49.92700729927007	7.883211678832117	-	0	397.54051182763976	397.54051182763976
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	5	2	&	&	55.18248175182482	42.043795620437955	55.18248175182482	42.043795620437955	-	0	201.74275820943058	201.74275820943058
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	5	3	ó	ó	84.08759124087591	81.45985401459853	84.08759124087591	81.45985401459853	-	0	195.21334919304581	195.21334919304581
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	6	1	M	M	317.95620437956205	241.75182481751824	317.95620437956205	241.75182481751824	-	0	159.23795427215373	159.23795427215373
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	6	2	ä	ä	21.021897810218977	10.510948905109489	21.021897810218977	10.510948905109489	-	0	181.47098080298136	181.47098080298136
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	6	3	ò	ò	13.13868613138686	39.416058394160586	13.13868613138686	39.416058394160586	-	0	286.97595755232265	286.97595755232265
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	7	1	ë	ë	107.73722627737227	128.75912408759123	107.73722627737227	128.75912408759123	-	0	183.20062365780086	183.20062365780086
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	7	2	Ç	Ç	302.18978102189783	320.5839416058394	302.18978102189783	320.5839416058394	-	0	212.19794571967213	212.19794571967213
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	7	3	7	7	225.98540145985402	275.91240875912405	225.98540145985402	275.91240875912405	-	0	205.51470118314683	205.51470118314683
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	8	1	(	(	36.78832116788321	31.532846715328468	36.78832116788321	31.532846715328468	-	0	189.97136847995552	189.97136847995552
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	8	2	H	H	333.7226277372263	233.86861313868613	333.7226277372263	233.86861313868613	-	0	254.23720986460103	254.23720986460103
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	8	3	q	q	354.7445255474453	215.47445255474454	354.7445255474453	215.47445255474454	-	0	573.6244686618738	573.6244686618738
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	9	1	L	L	325.83941605839414	239.12408759124085	325.83941605839414	239.12408759124085	-	0	167.27793189890508	167.27793189890508
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	9	2	-	-	199.7080291970803	220.72992700729927	199.7080291970803	220.72992700729927	-	0	1332.4525734768504	1332.4525734768504
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	9	3	&	&	55.18248175182482	42.043795620437955	55.18248175182482	42.043795620437955	-	0	201.74275820943058	201.74275820943058
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	10	1	#	#	34.160583941605836	49.92700729927007	34.160583941605836	49.92700729927007	-	0	208.06158890038887	208.06158890038887
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	10	2	Å	Å	299.5620437956204	317.95620437956205	299.5620437956204	317.95620437956205	-	0	276.86198078004236	276.86198078004236
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	10	3	ó	ó	84.08759124087591	81.45985401459853	84.08759124087591	81.45985401459853	-	0	195.21334919304581	195.21334919304581
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	11	1	ç	ç	23.649635036496353	52.55474452554744	23.649635036496353	52.55474452554744	-	0	246.8773750282861	246.8773750282861
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	11	2	o	o	352.1167883211679	212.84671532846718	352.1167883211679	212.84671532846718	-	0	237.74333436464804	237.74333436464804
EXPERIMENTER	hard_GEN_0_A	hard	A	1	-	11	3	á	á	49.92700729927007	7.883211678832117	49.92700729927007	7.883211678832117	-	0	397.54051182763976	397.54051182763976
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	0	1	q	q	354.7445255474453	215.47445255474454	354.7445255474453	215.47445255474454	-	0	573.6244686618738	573.6244686618738
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	0	2	M	M	317.95620437956205	241.75182481751824	317.95620437956205	241.75182481751824	-	0	159.23795427215373	159.23795427215373
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	0	3	ë	ë	107.73722627737227	128.75912408759123	107.73722627737227	128.75912408759123	-	0	183.20062365780086	183.20062365780086
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	1	1	ä	ä	21.021897810218977	10.510948905109489	21.021897810218977	10.510948905109489	-	0	181.47098080298136	181.47098080298136
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	1	2	(	(	36.78832116788321	31.532846715328468	36.78832116788321	31.532846715328468	-	0	189.97136847995552	189.97136847995552
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	1	3	Ç	Ç	302.18978102189783	320.5839416058394	302.18978102189783	320.5839416058394	-	0	212.19794571967213	212.19794571967213
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	2	1	7	7	225.98540145985402	275.91240875912405	225.98540145985402	275.91240875912405	-	0	205.51470118314683	205.51470118314683
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	2	2	ò	ò	13.13868613138686	39.416058394160586	13.13868613138686	39.416058394160586	-	0	286.97595755232265	286.97595755232265
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	2	3	H	H	333.7226277372263	233.86861313868613	333.7226277372263	233.86861313868613	-	0	254.23720986460103	254.23720986460103
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	3	1	o	o	352.1167883211679	212.84671532846718	352.1167883211679	212.84671532846718	-	0	237.74333436464804	237.74333436464804
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	3	2	#	#	34.160583941605836	49.92700729927007	34.160583941605836	49.92700729927007	-	0	208.06158890038887	208.06158890038887
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	3	3	L	L	325.83941605839414	239.12408759124085	325.83941605839414	239.12408759124085	-	0	167.27793189890508	167.27793189890508
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	4	1	-	-	199.7080291970803	220.72992700729927	199.7080291970803	220.72992700729927	-	0	1332.4525734768504	1332.4525734768504
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	4	2	ç	ç	23.649635036496353	52.55474452554744	23.649635036496353	52.55474452554744	-	0	246.8773750282861	246.8773750282861
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	4	3	Å	Å	299.5620437956204	317.95620437956205	299.5620437956204	317.95620437956205	-	0	276.86198078004236	276.86198078004236
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	5	1	á	á	49.92700729927007	7.883211678832117	49.92700729927007	7.883211678832117	-	0	397.54051182763976	397.54051182763976
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	5	2	&	&	55.18248175182482	42.043795620437955	55.18248175182482	42.043795620437955	-	0	201.74275820943058	201.74275820943058
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	5	3	ó	ó	84.08759124087591	81.45985401459853	84.08759124087591	81.45985401459853	-	0	195.21334919304581	195.21334919304581
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	6	1	M	M	317.95620437956205	241.75182481751824	317.95620437956205	241.75182481751824	-	0	159.23795427215373	159.23795427215373
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	6	2	ä	ä	21.021897810218977	10.510948905109489	21.021897810218977	10.510948905109489	-	0	181.47098080298136	181.47098080298136
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	6	3	ò	ò	13.13868613138686	39.416058394160586	13.13868613138686	39.416058394160586	-	0	286.97595755232265	286.97595755232265
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	7	1	ë	ë	107.73722627737227	128.75912408759123	107.73722627737227	128.75912408759123	-	0	183.20062365780086	183.20062365780086
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	7	2	Ç	Ç	302.18978102189783	320.5839416058394	302.18978102189783	320.5839416058394	-	0	212.19794571967213	212.19794571967213
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	7	3	7	7	225.98540145985402	275.91240875912405	225.98540145985402	275.91240875912405	-	0	205.51470118314683	205.51470118314683
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	8	1	(	(	36.78832116788321	31.532846715328468	36.78832116788321	31.532846715328468	-	0	189.97136847995552	189.97136847995552
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	8	2	H	H	333.7226277372263	233.86861313868613	333.7226277372263	233.86861313868613	-	0	254.23720986460103	254.23720986460103
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	8	3	q	q	354.7445255474453	215.47445255474454	354.7445255474453	215.47445255474454	-	0	573.6244686618738	573.6244686618738
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	9	1	L	L	325.83941605839414	239.12408759124085	325.83941605839414	239.12408759124085	-	0	167.27793189890508	167.27793189890508
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	9	2	-	-	199.7080291970803	220.72992700729927	199.7080291970803	220.72992700729927	-	0	1332.4525734768504	1332.4525734768504
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	9	3	&	&	55.18248175182482	42.043795620437955	55.18248175182482	42.043795620437955	-	0	201.74275820943058	201.74275820943058
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	10	1	#	#	34.160583941605836	49.92700729927007	34.160583941605836	49.92700729927007	-	0	208.06158890038887	208.06158890038887
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	10	2	Å	Å	299.5620437956204	317.95620437956205	299.5620437956204	317.95620437956205	-	0	276.86198078004236	276.86198078004236
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	10	3	ó	ó	84.08759124087591	81.45985401459853	84.08759124087591	81.45985401459853	-	0	195.21334919304581	195.21334919304581
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	11	1	ç	ç	23.649635036496353	52.55474452554744	23.649635036496353	52.55474452554744	-	0	246.8773750282861	246.8773750282861
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	11	2	o	o	352.1167883211679	212.84671532846718	352.1167883211679	212.84671532846718	-	0	237.74333436464804	237.74333436464804
EXPERIMENTER	hard_GEN_0_C	hard	C	1	-	11	3	á	á	49.92700729927007	7.883211678832117	49.92700729927007	7.883211678832117	-	0	397.54051182763976	397.54051182763976
EXPERIMENTER	hard_GEN_0_D	hard	D	1	-	0	1	q	q	354.7445255474453	215.47445255474454	354.7445255474453	215.47445255474454	-	0	573.6244686618738	573.6244686618738
EXPERIMENTER	hard_GEN_0_D	hard	D	1	-	0	2	M	M	317.95620437956205	241.75182481751824	317.95620437956205	241.75182481751824	-	0	159.23795427215373	159.23795427215373
EXPERIMENTER	hard_GEN_0_D	hard	D	1	-	0	3	ë	ë	107.73722627737227	128.75912408759123	107.73722627737227	128.75912408759123	-	0	183.20062365780086	183.20062365780086
EXPERIMENTER	hard_GEN_0_D	hard	D	1	-	1	1	ä	ä	21.021897810218977	10.510948905109489	21.021897810218977	10.510948905109489	-	0	181.47098080298136	181.47098080298136
EXPERIMENTER	hard_GEN_0_D	hard	D	1	-	1	2	(	(	36.78832116788321	31.532846715328468	36.78832116788321	31.532846715328468	-	0	189.97136847995552	189.97136847995552
EXPERIMENTER	hard_GEN_0_D	hard	D	1	-	1	3	Ç	Ç	302.18978102189783	320.5839416058394	302.18978102189783	320.5839416058394	-	0	212.19794571967213	212.19794571967213
EXPERIMENTER	hard_GEN_0_D	hard	D	1	-	2	1	7	7	225.98540145985402	275.91240875912405	225.98540145985402	275.91240875912405	-	0	205.51470118314683	205.51470118314683
EXPERIMENTER	hard_GEN_0_D	hard	D	1	-	2	2	ò	ò	13.13868613138686	39.416058394160586	13.13868613138686	39.416058394160586	-	0	286.97595755232265	286.97595755232265
EXPERIMENTER	hard_GEN_0_D	hard	D	1	-	2	3	H	H	333.7226277372263	233.86861313868613	333.7226277372263	233.86861313868613	-	0	254.23720986460103	254.23720986460103
EXPERIMENTER	hard_GEN_0_D	hard	D	1	-	3	1	o	o	352.1167883211679	212.84671532846718	352.1167883211679	212.84671532846718	-	0	237.74333436464804	237.74333436464804
EXPERIMENTER	hard_GEN_0_D	hard	D	1	-	3	2	#	#	34.160583941605836	49.92700729927007	34.160583941605836	49.92700729927007	-	0	208.06158890038887	208.06158890038887
EXPERIMENTER	hard_GEN_0_D	hard	D	1	-	3	3	L	L	325.83941605839414	239.12408759124085	325.83941605839414	239.12408759124085	-	0	167.27793189890508	167.27793189890508
EXPERIMENTER	hard_GEN_0_D	hard	D	1	-	4	1	-	-	199.7080291970803	220.72992700729927	199.7080291970803	220.72992700729927	-	0	1332.4525734768504	1332.4525734768504
EXPERIMENTER	hard_GEN_0_D	hard	D	1	-	4	2	ç	ç	23.649635036496353	52.55474452554744	23.649635036496353	52.55474452554744	-	0	246.8773750282861	246.8773750282861
EXPERIMENTER	hard_GEN_0_D	hard	D	1	-	4	3	Å	Å	299.5620437956204	317.95620437956205	299.5620437956204	317.95620437956205	-	0	276.86198078004236	276.86198078004236
EXPERIMENTER	hard_GEN_0_D	hard	D	1	-	5	1	á	á	49.92700729927007	7.883211678832117	49.92700729927007	7.883211678832117	-	0	397.54051182763976	397.54051182763976
EXPERIMENTER	hard_GEN_0_D	hard	D	1	-	5	2	&	&	55.18248175182482	42.043795620437955	55.18248175182482	42.043795620437955	-	0	201.74275820943058	201.74275820943058
EXPERIMENTER	hard_GEN_0_D	hard	D	1	-	5	3	ó	ó	84.08759124087591	81.45985401459853	84.08759124087591	81.45985401459853	-	0	195.21334919304581	195.21334919304581
